count,guc,exposure,year,gsi_band,agency_indicator,usage,new_renewal,gender,country_origin,clean_make,cover,driver_age_band,leasing,vehicle_type,veh_age,excess_band,source_of_business,claim_type,gross_claim,claim_count,ultimate_inflated_claims,ncd,ncd_discount,agg_indicator,vehicle_color,business_activity,offset_exposure,offset_total
0,0,0.142465753424658,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,MAZDA,RIYADH,25_to_35,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Brown,LEASING / RENT A CAR,-1.948654,-1.94865363500106
0,0,0.142465753424658,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,NORTH,55+,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,,-1.948654,-1.94865363500106
0,0,0.164383561643836,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,OTHERS,RIYADH,25_to_35,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,LEASING / RENT A CAR,-1.805553,-1.80555279136039
0,0,0.128767123287671,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,NORTH,25_to_35,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,LEASING / RENT A CAR,-2.04975,-2.04974975187243
0,0,0.161643835616438,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,MECCA,35_to_45,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,LEASING / RENT A CAR,-1.82236,-1.82235990967677
0,0,0.0904109589041096,2023,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,KOREAN,OTHERS,JEDDAH,25_to_35,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,,-2.40339,-2.40338979211601
0,0,0.153424657534247,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,INDIAN_AND_CHINESE,OTHERS,RIYADH,25_to_35,LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Black,,-1.874546,-1.87454566284734
0,0,0.0904109589041096,2023,50000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,JEDDAH,25_to_35,LEASING,Sedan,0_to_1,750_to_1000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Beige,,-2.40339,-2.40338979211601
0,0,0.131506849315068,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,25_to_35,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Black,LEASING / RENT A CAR,-2.028696,-2.0286963426746
0,0,0.0684931506849315,2023,50000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MITSUBISHI,CENTRAL,55+,LEASING,Jeeps_4x4,1_to_2,1500_to_2000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Grey,,-2.681021,-2.68102152871429
0,0,0.164383561643836,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,5+,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Blue,,-1.805553,-1.80555279136039
0,0,0.153424657534247,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,KHOBAR&DAMMAM,25_to_35,LEASING,Sedan,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Grey,LEASING / RENT A CAR,-1.874546,-1.87454566284734
0,0,0.164383561643836,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,NORTH,25_to_35,LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_1,0.15,NON-AGGREGATOR,Grey,LEASING / RENT A CAR,-1.805553,-1.96807172085817
0,0,0.150684931506849,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,RIYADH,25_to_35,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_13,0,NON-AGGREGATOR,Blue,,-1.892564,-1.89256416835002
0,0,0.167123287671233,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,RIYADH,35_to_45,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_2,0.25,NON-AGGREGATOR,Grey,,-1.789024,-2.07670556186096
0,0,0.150684931506849,2023,200000+,AGENCY,PRIVATE CAR,NEW,FEMALE,USA,OTHERS,NORTH,35_to_45,LEASING,Jeeps_4x4,0_to_1,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Beige,LEASING / RENT A CAR,-1.892564,-1.89256416835002
0,0,0.167123287671233,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,CENTRAL,45_to_55,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,,-1.789024,-1.78902348940918
0,0,0.164383561643836,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,CENTRAL,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Grey,LEASING / RENT A CAR,-1.805553,-1.80555279136039
0,0,0.150684931506849,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,USA,CHEVROLET,EASTERN,35_to_45,LEASING,Jeeps_4x4,0_to_1,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Grey,LEASING / RENT A CAR,-1.892564,-1.89256416835002
0,0,0.161643835616438,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,WESTERN,35_to_45,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_2,0.25,NON-AGGREGATOR,White,LEASING / RENT A CAR,-1.82236,-2.11004198212855
0,0,0.147945205479452,2023,200000+,AGENCY,PRIVATE CAR,NEW,FEMALE,EUROPE,OTHERS,RIYADH,35_to_45,LEASING,Jeeps_4x4,0_to_1,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Black,LEASING / RENT A CAR,-1.910913,-1.91091330701822
0,0,0.147945205479452,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,RIYADH,25_to_35,LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Grey,LEASING / RENT A CAR,-1.910913,-1.91091330701822
0,0,0.164383561643836,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,JEDDAH,35_to_45,LEASING,Sedan,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Grey,LEASING / RENT A CAR,-1.805553,-1.80555279136039
0,0,0.164383561643836,2023,50000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,JEDDAH,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,,-1.805553,-1.80555279136039
0,0,0.142465753424658,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,CENTRAL,35_to_45,LEASING,Jeeps_4x4,0_to_1,5000+,Broker,,0,0,0,NCD_1,0.15,NON-AGGREGATOR,Black,LEASING / RENT A CAR,-1.948654,-2.11117256449884
0,0,0.153424657534247,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,RIYADH,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,LEASING / RENT A CAR,-1.874546,-1.87454566284734
0,0,0.145205479452055,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,MITSUBISHI,RIYADH,45_to_55,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Grey,,-1.929605,-1.92960544003037
0,0,0.147945205479452,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,NORTH,35_to_45,LEASING,Pickup,0_to_1,5000+,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,LEASING / RENT A CAR,-1.910913,-1.91091330701822
0,0,0.142465753424658,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,RIYADH,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Blue,LEASING / RENT A CAR,-1.948654,-1.94865363500106
0,0,0.0904109589041096,2023,200000,NON_AGENCY,PRIVATE CAR,NEW,FEMALE,EUROPE,MERCEDES,RIYADH,25_to_35,NON-LEASING,Sedan,4_to_5,2500_to_5000,Broker,,0,0,0,NCD_1,0.15,NON-AGGREGATOR,Red,,-2.40339,-2.56590872161379
0,0,0.153424657534247,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,WESTERN,35_to_45,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_13,0,NON-AGGREGATOR,Grey,LEASING / RENT A CAR,-1.874546,-1.87454566284734
1.11649503195451,580.647724100214,0.13972602739726,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,JEDDAH,25_to_35,LEASING,Sedan,1_to_2,2500_to_5000,Broker,OD,501,1,594.373923040578,NCD_11,0,NON-AGGREGATOR,White,,-1.968072,-1.96807172085817
0,0,0.156164383561644,2023,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,INDIAN_AND_CHINESE,OTHERS,WESTERN,21_to_25,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Black,,-1.856846,-1.85684608574794
0,0,0.104109589041096,2023,50000,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,WESTERN,35_to_45,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_15,0,NON-AGGREGATOR,Black,,-2.262311,-2.26231119385611
0,0,0.120547945205479,2023,50000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,WESTERN,25_to_35,LEASING,Sedan,2_to_3,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Red,,-2.115708,-2.11570771966423
0,0,0.0986301369863014,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,JEDDAH,45_to_55,LEASING,Sedan,2_to_3,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,,-2.316378,-2.31637841512638
0,0,0.10958904109589,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,35_to_45,LEASING,Jeeps_4x4,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_13,0,NON-AGGREGATOR,Beige,,-2.211018,-2.21101789946856
0,0,0.104109589041096,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,WESTERN,35_to_45,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_2,0.25,NON-AGGREGATOR,White,,-2.262311,-2.54999326630789
0,0,0.0904109589041096,2023,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,INDIAN_AND_CHINESE,OTHERS,RIYADH,55+,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Red,,-2.40339,-2.40338979211601
0,0,0.164383561643836,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Direct,,0,0,0,NCD_11,0,NON-AGGREGATOR,Black,OTHERS,-1.805553,-1.80555279136039
0,0,0.164383561643836,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,35_to_45,NON-LEASING,Sedan,5+,2500_to_5000,Broker,,0,0,0,NCD_NULL,0,NON-AGGREGATOR,White,OTHERS,-1.805553,-1.80555279136039
0,0,0.153424657534247,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,TOYOTA,NORTH,35_to_45,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,LEASING / RENT A CAR,-1.874546,-1.87454566284734
0,0,0.147945205479452,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,RIYADH,45_to_55,LEASING,Jeeps_4x4,0_to_1,5000+,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Black,LEASING / RENT A CAR,-1.910913,-1.91091330701822
0,0,0.147945205479452,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,JEDDAH,25_to_35,LEASING,Sedan,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Grey,LEASING / RENT A CAR,-1.910913,-1.91091330701822
0,0,0.153424657534247,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,NORTH,45_to_55,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Silver,LEASING / RENT A CAR,-1.874546,-1.87454566284734
0,0,0.153424657534247,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_2,0.25,NON-AGGREGATOR,White,,-1.874546,-2.16222773529912
0.984809777704862,14760.4983194799,0.134246575342466,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,MAZDA,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,OD,15092,1,16163.3754826443,NCD_0,0,NON-AGGREGATOR,Grey,,-2.008077,-2.00807705547186
0,0,0.161643835616438,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,USA,FORD,CENTRAL,55+,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,,-1.82236,-1.82235990967677
0,0,0.153424657534247,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_15,0,NON-AGGREGATOR,Brown,,-1.874546,-1.87454566284734
0,0,0.142465753424658,2023,200000+,AGENCY,PRIVATE CAR,NEW,FEMALE,EUROPE,OTHERS,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Grey,,-1.948654,-1.94865363500106
0,0,0.161643835616438,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,LEXUS,RIYADH,25_to_35,NON-LEASING,Sedan,0_to_1,750_to_1000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Black,,-1.82236,-1.82235990967677
0,0,0.150684931506849,2023,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,INDIAN_AND_CHINESE,OTHERS,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Grey,,-1.892564,-1.89256416835002
0,0,0.128767123287671,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,JEDDAH,25_to_35,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Black,LEASING / RENT A CAR,-2.04975,-2.04974975187243
0,0,0.142465753424658,2023,200000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,LEXUS,CENTRAL,25_to_35,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Grey,,-1.948654,-1.94865363500106
0,0,0.136986301369863,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Black,,-1.987874,-1.98787434815435
0,0,0.134246575342466,2023,200000+,AGENCY,PRIVATE CAR,NEW,FEMALE,EUROPE,OTHERS,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,,-2.008077,-2.00807705547186
0,0,0.145205479452055,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,KHOBAR&DAMMAM,45_to_55,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,LEASING / RENT A CAR,-1.929605,-1.92960544003037
0,0,0.134246575342466,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,USA,FORD,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Silver,,-2.008077,-2.00807705547186
0,0,0.134246575342466,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,25_to_35,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Black,LEASING / RENT A CAR,-2.008077,-2.00807705547186
0,0,0.153424657534247,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,LEXUS,MECCA,45_to_55,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,,-1.874546,-1.87454566284734
0,0,0.150684931506849,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,TOYOTA,SOUTH,35_to_45,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,LEASING / RENT A CAR,-1.892564,-1.89256416835002
0,0,0.145205479452055,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,MECCA,45_to_55,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Silver,LEASING / RENT A CAR,-1.929605,-1.92960544003037
0,0,0.0712328767123288,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,JEDDAH,45_to_55,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_2,0.25,NON-AGGREGATOR,Orange,,-2.641801,-2.92948288801279
0,0,0.0712328767123288,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,JEDDAH,35_to_45,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_1,0.15,NON-AGGREGATOR,Green,,-2.641801,-2.80431974505878
0,0,0.131506849315068,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,KOREAN,HYUNDAI,WESTERN,35_to_45,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Grey,,-2.028696,-2.0286963426746
0,0,0.167123287671233,2023,200000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,LEXUS,RIYADH,55+,NON-LEASING,Sedan,0_to_1,5000+,Direct,,0,0,0,NCD_NULL,0,NON-AGGREGATOR,Grey,OTHERS,-1.789024,-1.78902348940918
0,0,0.134246575342466,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,WESTERN,25_to_35,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Grey,LEASING / RENT A CAR,-2.008077,-2.00807705547186
0,0,0.153424657534247,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,35_to_45,NON-LEASING,Sedan,0_to_1,2500_to_5000,Direct,,0,0,0,NCD_11,0,NON-AGGREGATOR,Black,OTHERS,-1.874546,-1.87454566284734
0,0,0.123287671232877,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,RIYADH,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Grey,LEASING / RENT A CAR,-2.093235,-2.09323486381217
0,0,0.147945205479452,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,RIYADH,25_to_35,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,,-1.910913,-1.91091330701822
0,0,0.134246575342466,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,KOREAN,HYUNDAI,NORTH,35_to_45,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Silver,LEASING / RENT A CAR,-2.008077,-2.00807705547186
0,0,0.142465753424658,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,WESTERN,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_13,0,NON-AGGREGATOR,White,,-1.948654,-1.94865363500106
0,0,0.142465753424658,2023,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,KOREAN,HYUNDAI,RIYADH,35_to_45,LEASING,Sedan,0_to_1,5000+,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,LEASING / RENT A CAR,-1.948654,-1.94865363500106
0,0,0.150684931506849,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,EASTERN,25_to_35,LEASING,Jeeps_4x4,0_to_1,5000+,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Black,,-1.892564,-1.89256416835002
0,0,0.0657534246575342,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,JEDDAH,35_to_45,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_15,0,NON-AGGREGATOR,Silver,,-2.721843,-2.72184352323455
0,0,0.142465753424658,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,SOUTH,25_to_35,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,LEASING / RENT A CAR,-1.948654,-1.94865363500106
0,0,0.142465753424658,2023,100000,NON_AGENCY,PRIVATE CAR,NEW,FEMALE,INDIAN_AND_CHINESE,OTHERS,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_1,0.15,NON-AGGREGATOR,Grey,,-1.948654,-2.11117256449884
0,0,0.0904109589041096,2023,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,KOREAN,OTHERS,MECCA,25_to_35,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Grey,,-2.40339,-2.40338979211601
0,0,0.131506849315068,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,,-2.028696,-2.0286963426746
0,0,0.142465753424658,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,RIYADH,35_to_45,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,,-1.948654,-1.94865363500106
0,0,0.0904109589041096,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,NISSAN,SOUTH,45_to_55,LEASING,Sedan,0_to_1,5000+,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Black,LEASING / RENT A CAR,-2.40339,-2.40338979211601
0,0,0.063013698630137,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,SOUTH,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Silver,,-2.764403,-2.76440313765334
0,0,0.147945205479452,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,21_to_25,NON-LEASING,Sedan,3_to_4,5000+,Direct,,0,0,0,NCD_NULL,0,NON-AGGREGATOR,Silver,OTHERS,-1.910913,-1.91091330701822
0,0,0.147945205479452,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,LEXUS,CENTRAL,35_to_45,NON-LEASING,Sedan,0_to_1,750_to_1000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Grey,,-1.910913,-1.91091330701822
0,0,0.145205479452055,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,MERCEDES,RIYADH,45_to_55,NON-LEASING,Mini bus less than 20 seats or VAN,2_to_3,1000_to_1500,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Blue,,-1.929605,-1.92960544003037
0,0,0.145205479452055,2023,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,USA,CHEVROLET,RIYADH,21_to_25,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Grey,,-1.929605,-1.92960544003037
0,0,0.131506849315068,2023,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,EUROPE,OTHERS,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Blue,,-2.028696,-2.0286963426746
0,0,0.126027397260274,2023,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,WESTERN,35_to_45,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Blue,LEASING / RENT A CAR,-2.071256,-2.0712559570934
0,0,0.134246575342466,2023,200000+,AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_11,0,NON-AGGREGATOR,Grey,,-2.008077,-2.00807705547186
0,0,0.131506849315068,2023,200000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,EASTERN,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,Black,LEASING / RENT A CAR,-2.028696,-2.0286963426746
